Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Property_Area,Loan_Status,Cibil_Score,split
LN102231,Male,Yes,0,Graduate,No,4272,0.0,62.0,180.0,Semiurban,Y,780.0,train
LN102232,Male,No,0,Not Graduate,No,1997,0.0,123.0,360.0,Urban,N,777.0,train
LN102233,Male,Yes,0,Not Graduate,No,3508,4460.0,150.0,360.0,Rural,N,543.0,train
LN102234,Male,Yes,0,Not Graduate,No,1731,917.0,100.0,360.0,Semiurban,Y,697.0,train
LN102235,Male,Yes,0,Not Graduate,No,3663,4825.0,138.0,360.0,Semiurban,Y,716.0,train
LN102236,Male,No,0,Graduate,Yes,4782,0.0,115.0,360.0,Semiurban,Y,749.0,train
LN102237,Female,No,0,Graduate,No,2743,0.0,58.0,360.0,Urban,Y,843.0,train
LN102238,Male,Yes,3+,Graduate,No,49301,0.0,699.0,300.0,Urban,Y,832.0,train
LN102239,Male,Yes,1,Graduate,No,3315,0.0,96.0,360.0,Semiurban,Y,745.0,train
LN102240,Male,Yes,0,Not Graduate,Yes,5041,0.0,93.0,360.0,Urban,Y,868.0,train
LN102241,Male,No,0,Graduate,No,3577,3195.0,147.0,360.0,Rural,Y,868.0,train
LN102242,Male,No,0,Graduate,No,4298,0.0,108.0,360.0,Semiurban,Y,684.0,train
LN102243,Male,Yes,0,Not Graduate,No,6877,0.0,160.0,360.0,Urban,N,803.0,train
LN102244,Male,Yes,1,Graduate,No,3930,2864.0,195.0,360.0,Urban,N,651.0,train
LN102245,Male,Yes,2,Graduate,Yes,16226,1160.0,146.0,360.0,Rural,Y,598.0,train
LN102246,Male,No,0,Graduate,No,3877,0.0,72.0,300.0,Semiurban,Y,729.0,train
LN102247,Male,Yes,1,Not Graduate,No,4742,1352.0,151.0,360.0,Urban,Y,797.0,train
LN102248,Male,Yes,3+,Graduate,No,3744,1712.0,155.0,360.0,Urban,Y,458.0,train
LN102249,Male,No,0,Graduate,No,3363,2343.0,134.0,360.0,Rural,Y,756.0,train
LN102250,Female,No,0,Graduate,No,10002,1792.0,210.0,360.0,Rural,N,677.0,train
LN102251,Male,Yes,3+,Not Graduate,Yes,5414,0.0,127.0,360.0,Rural,Y,757.0,train
LN102252,Male,Yes,0,Graduate,No,2215,3190.0,128.0,360.0,Semiurban,Y,749.0,train
LN102253,Male,Yes,1,Graduate,No,3209,2494.0,154.0,360.0,Semiurban,N,633.0,train
LN102254,Male,Yes,0,Not Graduate,No,2333,1516.0,95.0,360.0,Urban,Y,768.0,train
LN102255,Male,No,0,Graduate,No,2424,0.0,63.0,360.0,Urban,Y,703.0,train
LN102256,Male,Yes,1,Graduate,No,6953,0.0,177.0,360.0,Semiurban,Y,812.0,train
LN102257,Male,Yes,2,Graduate,Yes,1710,20582.0,259.0,360.0,Urban,N,563.0,train
LN102258,Male,No,0,Graduate,No,6927,0.0,112.0,360.0,Rural,N,661.0,train
LN102259,Male,Yes,3+,Graduate,No,5193,0.0,81.0,360.0,Urban,N,645.0,train
LN102260,Male,Yes,2,Not Graduate,No,2462,0.0,48.0,180.0,Urban,N,601.0,train
LN102261,Male,Yes,1,Graduate,Yes,7484,0.0,219.0,360.0,Urban,Y,691.0,train
LN102262,Male,Yes,0,Graduate,No,5995,0.0,257.0,360.0,Urban,N,829.0,train
LN102263,Male,Yes,1,Not Graduate,No,2263,2679.0,92.0,360.0,Semiurban,Y,815.0,train
LN102264,Male,Yes,2,Graduate,No,5152,5637.0,233.0,360.0,Semiurban,Y,737.0,train
LN102265,Male,No,0,Graduate,No,3364,0.0,65.0,360.0,Urban,N,796.0,train
LN102266,Male,No,0,Graduate,Yes,6766,0.0,84.0,360.0,Semiurban,Y,763.0,train
LN102267,Male,Yes,3+,Graduate,No,3144,3520.0,145.0,360.0,Rural,Y,841.0,train
LN102268,Male,No,0,Not Graduate,No,3909,0.0,125.0,360.0,Rural,Y,899.0,train
LN102269,Female,Yes,0,Graduate,No,2911,2415.0,139.0,360.0,Semiurban,Y,890.0,train
LN102270,Male,No,1,Graduate,No,4962,1834.0,112.0,360.0,Urban,Y,799.0,train
LN102271,Male,Yes,0,Graduate,No,2383,3216.0,124.0,360.0,Urban,Y,798.0,train
LN102272,Male,Yes,0,Graduate,No,2641,2210.0,175.0,360.0,Rural,Y,670.0,train
LN102273,Male,Yes,1,Graduate,No,4821,0.0,47.0,360.0,Urban,Y,681.0,train
LN102274,Male,Yes,0,Not Graduate,No,3135,3777.0,125.0,360.0,Semiurban,Y,698.0,train
LN102275,Male,Yes,0,Graduate,No,5858,1967.0,170.0,360.0,Rural,N,623.0,train
LN102276,Male,Yes,2,Graduate,No,2478,1272.0,88.0,360.0,Semiurban,Y,821.0,train
LN102277,Male,No,0,Graduate,No,4787,0.0,184.0,360.0,Urban,Y,797.0,train
LN102278,Female,No,0,Graduate,No,9278,0.0,297.0,360.0,Urban,Y,725.0,train
LN102279,Male,No,0,Graduate,No,2387,0.0,103.0,480.0,Semiurban,N,807.0,train
LN102280,Male,No,0,Not Graduate,No,2996,2282.0,120.0,360.0,Rural,Y,873.0,train
LN102281,Female,Yes,0,Graduate,No,2758,2393.0,155.0,360.0,Semiurban,Y,882.0,train
LN102282,Male,Yes,2,Graduate,No,3204,1820.0,135.0,360.0,Urban,Y,735.0,train
LN102283,Male,Yes,1,Graduate,Yes,11320,0.0,164.0,360.0,Rural,N,640.0,train
LN102284,Female,No,0,Graduate,No,3510,0.0,29.0,360.0,Urban,Y,756.0,train
LN102285,Male,No,0,Graduate,No,5232,0.0,175.0,360.0,Urban,Y,660.0,train
LN102286,Male,Yes,0,Not Graduate,Yes,4735,0.0,138.0,360.0,Urban,N,738.0,train
LN102287,Male,No,0,Graduate,No,5543,0.0,131.0,360.0,Semiurban,Y,670.0,train
LN102288,Male,Yes,0,Graduate,No,21871,5896.0,517.0,360.0,Rural,N,680.0,train
LN102289,Male,No,0,Graduate,No,3928,0.0,145.0,360.0,Semiurban,N,864.0,train
LN102290,Male,Yes,3+,Not Graduate,Yes,5973,0.0,126.0,360.0,Rural,Y,757.0,train
LN102291,Male,Yes,3+,Graduate,No,5813,3459.0,181.0,360.0,Semiurban,Y,890.0,train
LN102292,Male,Yes,1,Graduate,No,2774,2224.0,95.0,360.0,Semiurban,Y,668.0,train
LN102293,Female,No,0,Graduate,No,2507,0.0,56.0,360.0,Rural,Y,753.0,train
LN102294,Male,Yes,2,Graduate,Yes,6633,0.0,128.0,360.0,Rural,N,308.0,train
LN102295,Male,Yes,0,Not Graduate,No,2721,2849.0,161.0,360.0,Rural,Y,765.0,train
LN102296,Male,Yes,0,Graduate,No,2785,2016.0,110.0,360.0,Rural,Y,662.0,train
LN102297,Male,Yes,0,Graduate,No,3732,1840.0,119.0,360.0,Rural,Y,900.0,train
LN102298,Male,No,0,Graduate,Yes,11720,0.0,79.0,360.0,Urban,N,710.0,train
LN102299,Female,No,0,Graduate,No,3107,0.0,110.0,360.0,Semiurban,Y,698.0,train
LN102300,Male,Yes,2,Not Graduate,No,3923,246.0,105.0,360.0,Semiurban,Y,666.0,train
LN102301,Male,Yes,0,Not Graduate,No,1552,3477.0,229.0,360.0,Semiurban,N,493.0,train
LN102302,Male,No,2,Graduate,No,4024,0.0,110.0,360.0,Rural,N,531.0,train
LN102303,Male,Yes,1,Graduate,No,5856,7799.0,169.0,360.0,Urban,N,547.0,train
LN102304,Male,Yes,0,Not Graduate,No,2491,2087.0,100.0,360.0,Rural,Y,767.0,train
LN102305,Female,Yes,2,Graduate,No,1479,2062.0,174.0,360.0,Urban,N,793.0,train
LN102306,Male,Yes,0,Not Graduate,No,1435,4357.0,222.0,360.0,Semiurban,N,542.0,train
LN102307,Male,Yes,0,Graduate,No,4847,0.0,140.0,360.0,Rural,Y,683.0,train
LN102308,Male,Yes,0,Graduate,No,3198,1553.0,128.0,360.0,Semiurban,Y,900.0,train
LN102309,Male,Yes,0,Graduate,No,4750,2333.0,130.0,360.0,Urban,Y,762.0,train
LN102310,Female,No,0,Graduate,No,3965,0.0,74.0,360.0,Semiurban,Y,859.0,train
LN102311,Male,Yes,0,Graduate,No,1879,3722.0,115.0,360.0,Semiurban,Y,782.0,train
LN102312,Male,Yes,0,Graduate,No,2557,2271.0,117.0,360.0,Urban,Y,661.0,train
LN102313,Male,No,0,Graduate,No,4178,0.0,109.0,360.0,Urban,Y,705.0,train
LN102314,Male,No,0,Graduate,No,2500,0.0,96.0,480.0,Semiurban,N,780.0,train
LN102315,Male,Yes,0,Graduate,No,2768,1950.0,155.0,360.0,Rural,Y,663.0,train
LN102316,Male,Yes,1,Graduate,No,8115,214.0,235.0,360.0,Urban,Y,872.0,train
LN102317,Female,No,0,Graduate,No,3762,1666.0,135.0,360.0,Rural,Y,688.0,train
LN102318,Male,No,0,Graduate,No,5721,0.0,110.0,360.0,Rural,N,660.0,train
LN102319,Male,No,0,Graduate,Yes,11886,0.0,77.0,360.0,Urban,N,745.0,train
LN102320,Male,Yes,2,Graduate,No,1308,1114.0,16.0,120.0,Urban,Y,847.0,train
LN102321,Male,Yes,0,Not Graduate,No,1847,1738.0,101.0,360.0,Rural,Y,764.0,train
LN102322,Female,No,0,Graduate,No,1998,1593.0,60.0,360.0,Urban,Y,788.0,train
LN102323,Male,No,0,Graduate,No,9676,0.0,280.0,360.0,Urban,N,844.0,train
LN102324,Male,Yes,0,Graduate,No,5821,0.0,144.0,360.0,Urban,Y,775.0,train
LN102325,Female,No,0,Graduate,Yes,6612,0.0,199.0,360.0,Rural,N,900.0,train
LN102326,Male,Yes,1,Graduate,No,2061,3160.0,129.0,360.0,Urban,N,716.0,train
LN102327,Male,No,0,Graduate,No,3412,4213.0,186.0,360.0,Rural,Y,900.0,train
LN102328,Male,Yes,1,Graduate,No,3400,2500.0,173.0,360.0,Semiurban,Y,711.0,train
LN102329,Female,No,0,Graduate,No,2992,0.0,94.0,360.0,Semiurban,Y,754.0,train
LN102330,Male,Yes,0,Graduate,No,72640,0.0,449.0,180.0,Urban,Y,800.0,train
LN102331,Male,Yes,0,Graduate,No,8474,892.0,172.0,360.0,Semiurban,Y,727.0,train
LN102332,Male,Yes,3+,Graduate,No,4981,0.0,87.0,360.0,Urban,N,740.0,train
LN102333,Male,Yes,0,Graduate,No,3693,4614.0,150.0,180.0,Rural,N,462.0,train
LN102334,Male,Yes,1,Graduate,No,1646,2383.0,111.0,360.0,Rural,Y,828.0,train
LN102335,Female,No,0,Graduate,Yes,2600,1717.0,99.0,300.0,Semiurban,N,791.0,train
LN102336,Male,Yes,3+,Not Graduate,No,3224,1465.0,72.0,180.0,Urban,N,619.0,train
LN102337,Female,No,0,Graduate,No,4710,0.0,130.0,360.0,Semiurban,N,586.0,train
LN102338,Male,Yes,2,Not Graduate,No,3273,1820.0,81.0,360.0,Urban,Y,792.0,train
LN102339,Male,Yes,0,Not Graduate,No,1905,1586.0,87.0,360.0,Rural,Y,822.0,train
LN102340,Male,Yes,0,Graduate,No,3959,5181.0,273.0,360.0,Semiurban,Y,798.0,train
LN102341,Male,No,0,Graduate,No,4491,2235.0,117.0,360.0,Semiurban,N,784.0,train
LN102342,Male,Yes,1,Graduate,No,37000,0.0,290.0,360.0,Semiurban,N,852.0,train
LN102343,Male,Yes,3+,Not Graduate,No,3992,0.0,128.0,180.0,Urban,N,772.0,train
LN102344,Male,No,0,Graduate,No,9166,0.0,244.0,360.0,Urban,N,787.0,train
LN102345,Male,Yes,2,Graduate,No,3922,1549.0,174.0,360.0,Rural,Y,676.0,train
LN102346,Male,No,0,Graduate,No,4499,2424.0,145.0,360.0,Rural,Y,870.0,train
LN102347,Male,Yes,2,Graduate,No,2848,7406.0,177.0,360.0,Urban,Y,718.0,train
LN102348,Female,No,0,Not Graduate,No,1940,0.0,75.0,360.0,Rural,Y,779.0,train
LN102349,Male,Yes,2,Not Graduate,No,3156,0.0,50.0,180.0,Urban,N,501.0,train
LN102350,Male,No,3+,Not Graduate,No,4345,1982.0,157.0,360.0,Semiurban,Y,685.0,train
LN102351,Female,No,0,Graduate,No,5541,2223.0,168.0,480.0,Rural,N,812.0,train
LN102352,Female,Yes,1,Graduate,Yes,21544,0.0,678.0,360.0,Semiurban,Y,885.0,train
LN102353,Male,Yes,1,Not Graduate,No,5333,1131.0,186.0,360.0,Urban,Y,741.0,train
LN102354,Male,Yes,1,Graduate,No,2606,1836.0,106.0,360.0,Semiurban,Y,752.0,train
LN102355,Female,No,0,Graduate,No,3015,0.0,67.0,360.0,Urban,N,603.0,train
LN102356,Male,Yes,3+,Not Graduate,No,3156,0.0,106.0,360.0,Rural,Y,898.0,train
LN102357,Female,No,0,Graduate,No,4561,1946.0,151.0,360.0,Semiurban,Y,736.0,train
LN102358,Female,Yes,0,Graduate,No,2464,430.0,132.0,360.0,Semiurban,Y,593.0,train
LN102359,Male,Yes,0,Graduate,No,5032,4256.0,234.0,360.0,Semiurban,N,811.0,train
LN102360,Female,Yes,0,Graduate,Yes,5500,0.0,105.0,360.0,Rural,N,622.0,train
LN102361,Male,Yes,2,Graduate,Yes,6017,0.0,115.0,360.0,Rural,N,300.0,train
LN102362,Male,Yes,1,Graduate,No,3084,0.0,102.0,360.0,Semiurban,Y,772.0,train
LN102363,Female,No,0,Graduate,No,3614,0.0,109.0,360.0,Semiurban,Y,731.0,train
LN102364,Male,Yes,0,Not Graduate,No,2695,1993.0,106.0,360.0,Semiurban,N,465.0,train
LN102365,Male,No,0,Graduate,No,3326,2216.0,109.0,360.0,Rural,Y,836.0,train
LN102366,Female,No,0,Graduate,Yes,2643,1761.0,109.0,300.0,Semiurban,N,792.0,train
LN102367,Male,Yes,1,Graduate,No,3732,2581.0,149.0,360.0,Semiurban,Y,620.0,train
LN102368,Male,Yes,3+,Graduate,No,4824,0.0,90.0,360.0,Urban,N,650.0,train
LN102369,Male,Yes,3+,Graduate,Yes,4911,1833.0,209.0,360.0,Semiurban,Y,657.0,train
LN102370,Male,Yes,2,Graduate,No,7524,1622.0,207.0,300.0,Semiurban,Y,734.0,train
LN102371,Male,Yes,2,Graduate,No,3200,700.0,70.0,360.0,Urban,Y,817.0,train
LN102372,Female,Yes,0,Graduate,No,3603,2040.0,159.0,360.0,Semiurban,Y,761.0,train
LN102373,Male,Yes,2,Graduate,Yes,5089,2092.0,178.0,360.0,Semiurban,Y,857.0,train
LN102374,Female,No,0,Graduate,No,3211,0.0,132.0,360.0,Semiurban,Y,701.0,train
LN102375,Male,Yes,1,Not Graduate,No,2371,1828.0,130.0,180.0,Urban,N,760.0,train
LN102376,Male,Yes,0,Not Graduate,No,4467,0.0,120.0,360.0,Rural,Y,741.0,train
LN102377,Male,Yes,1,Graduate,No,2108,3228.0,112.0,360.0,Urban,N,713.0,train
LN102378,Male,Yes,0,Graduate,No,3350,3395.0,176.0,360.0,Urban,Y,723.0,train
LN102379,Male,Yes,0,Not Graduate,Yes,4695,0.0,96.0,360.0,Urban,Y,808.0,train
LN102380,Male,Yes,1,Graduate,No,3052,1030.0,100.0,360.0,Urban,Y,695.0,train
LN102381,Male,Yes,0,Graduate,No,4085,2454.0,110.0,360.0,Rural,N,612.0,train
LN102382,Male,Yes,0,Graduate,No,5001,6211.0,170.0,360.0,Semiurban,Y,654.0,train
LN102383,Female,No,0,Graduate,No,2187,2053.0,100.0,360.0,Urban,N,545.0,train
LN102384,Male,Yes,0,Not Graduate,Yes,4000,0.0,86.0,360.0,Urban,Y,801.0,train
LN102385,Male,No,0,Graduate,No,3950,4227.0,171.0,360.0,Rural,Y,900.0,train
LN102386,Female,Yes,1,Graduate,No,4047,0.0,148.0,360.0,Urban,Y,835.0,train
LN102387,Male,Yes,0,Graduate,No,5957,0.0,108.0,360.0,Rural,Y,645.0,train
LN102388,Male,No,0,Graduate,No,4095,3447.0,151.0,360.0,Rural,Y,898.0,train
LN102389,Male,Yes,2,Not Graduate,Yes,6403,872.0,184.0,360.0,Rural,N,621.0,train
LN102390,Male,No,0,Graduate,No,15508,0.0,270.0,360.0,Semiurban,N,655.0,train
LN102391,Female,No,1,Graduate,No,3481,0.0,155.0,36.0,Semiurban,N,754.0,train
LN102392,Male,Yes,3+,Graduate,No,40362,0.0,682.0,180.0,Semiurban,Y,549.0,train
LN102393,Male,Yes,2,Graduate,Yes,4583,2083.0,160.0,360.0,Semiurban,Y,751.0,train
LN102394,Male,No,1,Graduate,No,43303,0.0,131.0,360.0,Semiurban,Y,578.0,train
LN102395,Male,Yes,3+,Graduate,Yes,5588,1629.0,171.0,360.0,Semiurban,Y,715.0,train
LN102396,Male,Yes,0,Graduate,No,4210,0.0,70.0,180.0,Semiurban,Y,725.0,train
LN102397,Male,Yes,0,Graduate,No,5554,4439.0,249.0,360.0,Semiurban,N,655.0,train
LN102398,Male,Yes,0,Graduate,No,5003,2261.0,129.0,360.0,Urban,Y,648.0,train
LN102399,Male,Yes,1,Not Graduate,No,3003,1572.0,130.0,180.0,Rural,N,697.0,train
LN102400,Male,Yes,2,Graduate,No,2500,1840.0,109.0,360.0,Urban,Y,811.0,test
LN102401,Male,Yes,0,Graduate,No,3317,15.0,78.0,360.0,Rural,Y,846.0,test
LN102402,Male,Yes,0,Graduate,No,2465,2660.0,149.0,360.0,Semiurban,Y,747.0,test
LN102403,Male,Yes,3+,Graduate,No,6417,0.0,157.0,180.0,Rural,Y,740.0,test
LN102404,Female,Yes,0,Graduate,No,4564,2759.0,110.0,360.0,Urban,N,626.0,test
LN102405,Male,Yes,2,Graduate,No,2990,1669.0,109.0,360.0,Urban,N,822.0,test
LN102406,Male,Yes,0,Graduate,No,3333,2500.0,128.0,360.0,Semiurban,Y,784.0,test
LN102407,Male,No,1,Graduate,No,2994,2203.0,115.0,180.0,Urban,N,684.0,test
LN102408,Male,Yes,0,Graduate,No,9323,0.0,75.0,180.0,Urban,Y,693.0,test
LN102409,Male,No,0,Graduate,No,9632,0.0,161.0,360.0,Rural,Y,680.0,test
LN102410,Male,Yes,2,Not Graduate,No,2281,0.0,113.0,360.0,Rural,N,696.0,test
LN102411,Male,Yes,0,Graduate,No,3013,3033.0,95.0,300.0,Urban,Y,741.0,test
LN102412,Male,Yes,3+,Graduate,No,15000,0.0,300.0,360.0,Rural,Y,736.0,test
LN102413,Male,Yes,1,Graduate,No,1519,1378.0,27.0,360.0,Urban,Y,624.0,test
LN102414,Male,No,3+,Graduate,No,11098,2795.0,313.0,360.0,Rural,N,634.0,test
LN102415,Male,Yes,0,Graduate,No,2838,2629.0,120.0,360.0,Urban,Y,859.0,test
LN102416,Male,Yes,0,Graduate,No,11146,0.0,136.0,360.0,Urban,Y,736.0,test
LN102417,Male,Yes,0,Graduate,No,12204,0.0,154.0,360.0,Urban,Y,638.0,test
LN102418,Male,Yes,2,Graduate,No,3176,1528.0,132.0,360.0,Urban,N,832.0,test
LN102419,Male,Yes,1,Graduate,No,1625,1803.0,96.0,360.0,Urban,Y,647.0,test
LN102420,Male,Yes,0,Graduate,Yes,9963,0.0,180.0,360.0,Rural,Y,803.0,test
LN102421,Male,No,0,Graduate,No,3426,0.0,79.0,360.0,Semiurban,Y,849.0,test
LN102422,Male,Yes,2,Graduate,No,10796,0.0,194.0,180.0,Urban,Y,782.0,test
LN102423,Male,No,0,Not Graduate,Yes,2694,2123.0,114.0,360.0,Rural,Y,810.0,test
LN102424,Male,No,3+,Graduate,No,13483,2612.0,347.0,360.0,Rural,N,750.0,test
LN102425,Female,Yes,1,Graduate,No,11080,0.0,479.0,360.0,Semiurban,Y,701.0,test
LN102426,Male,Yes,3+,Graduate,No,4691,0.0,100.0,360.0,Semiurban,Y,721.0,test
LN102427,Male,Yes,3+,Graduate,No,6162,0.0,153.0,180.0,Rural,Y,675.0,test
LN102428,Male,Yes,0,Not Graduate,No,3282,1672.0,138.0,300.0,Semiurban,Y,651.0,test
LN102429,Male,Yes,0,Graduate,No,2843,15.0,81.0,360.0,Rural,Y,766.0,test
LN102430,Male,Yes,3+,Graduate,No,5238,0.0,147.0,360.0,Urban,Y,871.0,test
LN102431,Male,No,0,Graduate,No,1799,34420.0,87.0,360.0,Urban,N,786.0,test
LN102432,Female,No,1,Not Graduate,No,4606,0.0,81.0,360.0,Rural,N,790.0,test
LN102433,Male,Yes,1,Graduate,No,5742,1431.0,172.0,360.0,Rural,Y,714.0,test
LN102434,Male,Yes,0,Not Graduate,No,2672,1602.0,110.0,360.0,Rural,Y,872.0,test
LN102435,Male,No,0,Not Graduate,No,2270,1601.0,151.0,360.0,Semiurban,Y,770.0,test
LN102436,Male,Yes,0,Not Graduate,No,3230,2803.0,153.0,360.0,Rural,N,487.0,test
LN102437,Male,Yes,2,Graduate,No,5794,0.0,190.0,360.0,Urban,Y,766.0,test
LN102438,Female,No,0,Graduate,Yes,18012,0.0,47.0,360.0,Semiurban,Y,694.0,test
LN102439,Male,Yes,0,Graduate,No,2886,2213.0,132.0,360.0,Rural,N,819.0,test
LN102440,Male,Yes,0,Graduate,No,4898,1011.0,107.0,180.0,Urban,Y,705.0,test
LN102441,Male,Yes,2,Graduate,No,3510,4416.0,243.0,360.0,Rural,Y,625.0,test
LN102442,Male,Yes,0,Graduate,No,3589,3409.0,144.0,360.0,Urban,Y,856.0,test
LN102443,Male,Yes,3+,Graduate,No,4061,1257.0,114.0,360.0,Urban,Y,900.0,test
LN102444,Male,Yes,0,Graduate,No,2400,2167.0,115.0,360.0,Semiurban,Y,745.0,test
LN102445,Female,No,0,Graduate,Yes,4770,0.0,141.0,360.0,Semiurban,N,546.0,test
LN102446,Male,Yes,2,Graduate,No,2433,1907.0,117.0,360.0,Urban,Y,694.0,test
LN102447,Male,No,1,Graduate,No,3667,0.0,113.0,180.0,Urban,Y,775.0,test
LN102448,Male,No,2,Graduate,No,3617,0.0,107.0,360.0,Semiurban,Y,741.0,test
LN102449,Male,Yes,3+,Graduate,No,5826,12380.0,488.0,360.0,Semiurban,N,670.0,test
LN102450,Male,Yes,3+,Graduate,No,4110,0.0,110.0,360.0,Semiurban,Y,755.0,test
LN102451,Female,Yes,1,Graduate,No,12596,0.0,518.0,360.0,Semiurban,Y,718.0,test
LN102452,Female,No,0,Graduate,No,4124,0.0,115.0,360.0,Semiurban,Y,770.0,test
LN102453,Male,Yes,2,Graduate,No,12818,0.0,201.0,180.0,Urban,Y,724.0,test
LN102454,Male,No,0,Graduate,No,8949,0.0,196.0,360.0,Rural,Y,737.0,test
LN102455,Male,Yes,0,Graduate,No,3504,2640.0,167.0,360.0,Semiurban,Y,759.0,test
LN102456,Male,Yes,3+,Graduate,No,4927,0.0,95.0,360.0,Semiurban,Y,697.0,test
LN102457,Female,No,0,Graduate,No,3022,0.0,144.0,360.0,Rural,N,900.0,test
LN102458,Male,No,0,Not Graduate,No,2390,0.0,58.0,180.0,Urban,Y,764.0,test
LN102459,Male,No,0,Not Graduate,No,5344,0.0,44.0,360.0,Rural,Y,867.0,test
LN102460,Male,Yes,0,Graduate,No,3173,3021.0,137.0,360.0,Urban,Y,760.0,test
LN102461,Male,Yes,2,Graduate,No,4527,1968.0,108.0,360.0,Semiurban,Y,608.0,test
LN102462,Female,No,1,Graduate,No,2647,0.0,156.0,360.0,Urban,N,584.0,test
LN102463,Male,Yes,3+,Graduate,No,5159,0.0,97.0,360.0,Semiurban,Y,732.0,test
LN102464,Male,Yes,2,Graduate,No,4215,0.0,79.0,360.0,Semiurban,Y,699.0,test
LN102465,Male,Yes,2,Graduate,No,3153,1560.0,134.0,360.0,Urban,Y,713.0,test
LN102466,Male,Yes,0,Graduate,No,9884,0.0,81.0,180.0,Urban,Y,705.0,test
LN102467,Male,Yes,0,Graduate,No,3108,0.0,187.0,360.0,Rural,N,745.0,test
LN102468,Male,No,0,Graduate,No,4191,0.0,120.0,360.0,Rural,Y,779.0,test
LN102469,Male,Yes,2,Not Graduate,No,2553,0.0,110.0,360.0,Rural,N,795.0,test
LN102470,Male,Yes,0,Graduate,No,9840,0.0,153.0,360.0,Urban,Y,775.0,test
LN102471,Male,Yes,3+,Graduate,Yes,10139,0.0,260.0,360.0,Semiurban,Y,659.0,test
LN102472,Male,No,0,Graduate,No,6980,0.0,117.0,360.0,Rural,N,685.0,test
LN102473,Male,No,0,Not Graduate,No,3047,0.0,58.0,180.0,Urban,Y,740.0,test
LN102474,Male,Yes,1,Graduate,No,2921,1351.0,118.0,360.0,Semiurban,N,553.0,test
LN102475,Male,No,0,Graduate,No,2579,0.0,84.0,360.0,Semiurban,N,664.0,test
LN102476,Male,No,0,Not Graduate,No,2424,1501.0,110.0,480.0,Urban,N,692.0,test
LN102477,Male,No,0,Graduate,No,9781,0.0,169.0,360.0,Rural,Y,777.0,test
LN102478,Male,Yes,0,Graduate,No,8054,7609.0,163.0,300.0,Rural,Y,721.0,test
LN102479,Male,No,3+,Graduate,No,14298,3299.0,364.0,360.0,Rural,N,794.0,test
LN102480,Male,No,0,Not Graduate,No,3099,0.0,59.0,180.0,Urban,Y,858.0,test
LN102481,Male,Yes,2,Graduate,No,3900,0.0,96.0,360.0,Semiurban,Y,678.0,test
LN102482,Male,Yes,2,Graduate,No,5803,0.0,194.0,360.0,Urban,Y,857.0,test
LN102483,Female,No,0,Graduate,No,3105,0.0,62.0,360.0,Rural,Y,641.0,test
LN102484,Female,No,0,Graduate,No,2900,0.0,71.0,360.0,Rural,Y,702.0,test
LN102485,Male,Yes,0,Graduate,No,2500,2118.0,104.0,360.0,Semiurban,Y,790.0,test
LN102486,Male,Yes,0,Graduate,No,2433,1819.0,121.0,360.0,Semiurban,Y,677.0,test
LN102487,Male,Yes,1,Graduate,No,3023,1228.0,117.0,360.0,Semiurban,N,560.0,test
LN102488,Male,Yes,0,Graduate,No,2076,2332.0,115.0,360.0,Semiurban,Y,710.0,test
LN102489,Male,Yes,3+,Graduate,No,5593,12499.0,476.0,360.0,Semiurban,N,570.0,test
LN102490,Male,Yes,3+,Graduate,No,5880,10015.0,454.0,360.0,Semiurban,N,692.0,test
LN102491,Male,No,1,Not Graduate,Yes,3823,2514.0,177.0,360.0,Urban,N,534.0,test
LN102492,Female,No,3+,Not Graduate,No,1830,0.0,128.0,360.0,Urban,N,597.0,test
LN102493,Male,No,0,Graduate,No,3569,0.0,74.0,360.0,Semiurban,Y,681.0,test
LN102494,Male,Yes,0,Graduate,Yes,11296,0.0,180.0,360.0,Rural,Y,900.0,test
LN102495,Male,Yes,0,Graduate,No,6126,0.0,128.0,360.0,Semiurban,Y,583.0,test
LN102496,Male,No,0,Graduate,No,13449,0.0,185.0,360.0,Semiurban,N,900.0,test
LN102497,Male,Yes,0,Graduate,Yes,5503,4490.0,70.0,360.0,Semiurban,Y,798.0,test
LN102498,Male,Yes,0,Graduate,No,3091,2490.0,117.0,360.0,Rural,N,773.0,test
LN102499,Male,Yes,2,Graduate,No,3900,0.0,90.0,360.0,Semiurban,Y,696.0,test
LN102500,Male,No,0,Graduate,No,3660,5064.0,187.0,360.0,Semiurban,Y,814.0,test
LN102501,Male,No,0,Graduate,No,3638,0.0,65.0,360.0,Semiurban,Y,654.0,test
LN102502,Male,Yes,0,Graduate,No,2684,2134.0,117.0,360.0,Semiurban,Y,734.0,test
LN102503,Male,Yes,2,Not Graduate,No,3627,1971.0,89.0,360.0,Semiurban,Y,633.0,test
LN102504,Female,No,0,Graduate,No,5417,0.0,143.0,480.0,Urban,N,587.0,test
LN102505,Male,Yes,1,Graduate,No,6142,0.0,181.0,360.0,Semiurban,Y,807.0,test
LN102506,Male,Yes,2,Not Graduate,No,4075,1500.0,158.0,360.0,Rural,Y,665.0,test
LN102507,Male,No,0,Not Graduate,No,4241,2813.0,48.0,360.0,Rural,Y,782.0,test
LN102508,Female,No,0,Graduate,No,1360,2011.0,109.0,360.0,Semiurban,N,544.0,test
